no_transect	length_transect	no_point	dem	x_image	y_image	x_geo	y_geo	elevation	slope	geometry	index_right	id
2	100.00000000004168	40	dem_sample_model.tif	44	30	222618.5792571062	693276.3804525931	5.0	15.62	POINT (14.762941294703968 54.029161127109774)	0.0	1.0
2	100.00000000004168	41	dem_sample_model.tif	44	31	222618.8758257834	693275.4254410645	5.0	14.04	POINT (14.762946683226295 54.02915272392829)	0.0	1.0
2	100.00000000004168	42	dem_sample_model.tif	45	31	222619.17239446065	693274.470429536	6.0	14.04	POINT (14.762952071746371 54.02914432074652)	0.0	1.0
2	100.00000000004168	43	dem_sample_model.tif	45	31	222619.46896313783	693273.5154180074	6.0	14.04	POINT (14.762957460264191 54.02913591756445)	0.0	1.0
2	100.00000000004168	44	dem_sample_model.tif	45	31	222619.76553181504	693272.5604064788	6.0	14.04	POINT (14.762962848779754 54.02912751438211)	0.0	1.0
2	100.00000000004168	45	dem_sample_model.tif	46	31	222620.06210049227	693271.6053949503	6.0	0.0	POINT (14.762968237293066 54.02911911119946)	0.0	1.0
2	100.00000000004168	46	dem_sample_model.tif	46	31	222620.35866916948	693270.6503834217	6.0	0.0	POINT (14.76297362580412 54.02911070801653)	0.0	1.0
2	100.00000000004168	47	dem_sample_model.tif	47	31	222620.6552378467	693269.6953718931	6.0	0.0	POINT (14.762979014312918 54.029102304833316)	0.0	1.0
2	100.00000000004168	48	dem_sample_model.tif	47	32	222620.9518065239	693268.7403603646	6.0	0.0	POINT (14.762984402819468 54.029093901649794)	0.0	1.0
2	100.00000000004168	49	dem_sample_model.tif	48	32	222621.24837520116	693267.785348836	6.0	0.0	POINT (14.762989791323758 54.029085498465996)	0.0	1.0
2	100.00000000004168	50	dem_sample_model.tif	48	32	222621.54494387837	693266.8303373074	6.0	0.0	POINT (14.762995179825793 54.0290770952819)	0.0	1.0
2	100.00000000004168	51	dem_sample_model.tif	49	32	222621.84151255555	693265.8753257788	6.0	0.0	POINT (14.763000568325577 54.029068692097496)	0.0	1.0
2	100.00000000004168	52	dem_sample_model.tif	49	32	222622.1380812328	693264.9203142503	6.0	0.0	POINT (14.763005956823102 54.029060288912824)	0.0	1.0
2	100.00000000004168	53	dem_sample_model.tif	50	32	222622.43464991	693263.9653027217	6.0	0.0	POINT (14.763011345318374 54.02905188572786)	0.0	1.0
2	100.00000000004168	54	dem_sample_model.tif	50	32	222622.7312185872	693263.0102911931	6.0	0.0	POINT (14.763016733811392 54.02904348254259)	0.0	1.0
2	100.00000000004168	55	dem_sample_model.tif	51	33	222623.0277872644	693262.0552796646	6.0	0.0	POINT (14.763022122302155 54.02903507935705)	0.0	1.0
2	100.00000000004168	56	dem_sample_model.tif	51	33	222623.3243559416	693261.100268136	6.0	0.0	POINT (14.763027510790662 54.0290266761712)	0.0	1.0
2	100.00000000004168	57	dem_sample_model.tif	52	33	222623.6209246188	693260.1452566074	6.0	0.0	POINT (14.763032899276915 54.02901827298507)	0.0	1.0
2	100.00000000004168	58	dem_sample_model.tif	52	33	222623.91749329603	693259.1902450789	6.0	0.0	POINT (14.763038287760914 54.02900986979865)		
2	100.00000000004168	59	dem_sample_model.tif	53	33	222624.21406197327	693258.2352335503	6.0	0.0	POINT (14.763043676242658 54.02900146661193)		
2	100.00000000004168	60	dem_sample_model.tif	53	33	222624.51063065047	693257.2802220217	6.0	0.0	POINT (14.763049064722146 54.02899306342493)		
2	100.00000000004168	61	dem_sample_model.tif	54	34	222624.80719932768	693256.3252104932	6.0	15.62	POINT (14.76305445319938 54.028984660237626)		
2	100.00000000004168	62	dem_sample_model.tif	54	34	222625.1037680049	693255.3701989646	6.0	15.62	POINT (14.763059841674362 54.028976257050054)		
2	100.00000000004168	63	dem_sample_model.tif	55	34	222625.4003366821	693254.415187436	5.0	11.18	POINT (14.763065230147086 54.02896785386216)		
2	100.00000000004168	64	dem_sample_model.tif	55	34	222625.6969053593	693253.4601759075	5.0	11.18	POINT (14.763070618617554 54.028959450674)		
2	100.00000000004168	65	dem_sample_model.tif	55	34	222625.9934740365	693252.5051643789	5.0	11.18	POINT (14.763076007085772 54.028951047485535)		
2	100.00000000004168	66	dem_sample_model.tif	56	34	222626.29004271372	693251.5501528503	5.0	5.05	POINT (14.763081395551733 54.028942644296784)		
2	100.00000000004168	67	dem_sample_model.tif	56	34	222626.58661139096	693250.5951413218	5.0	5.05	POINT (14.76308678401544 54.02893424110775)		
2	100.00000000004168	68	dem_sample_model.tif	57	35	222626.88318006817	693249.6401297932	4.0	14.85	POINT (14.763092172476892 54.028925837918415)		
2	100.00000000004168	69	dem_sample_model.tif	57	35	222627.1797487454	693248.6851182646	4.0	14.85	POINT (14.763097560936089 54.02891743472879)		
2	100.00000000004168	70	dem_sample_model.tif	58	35	222627.4763174226	693247.7301067361	4.0	5.05	POINT (14.76310294939303 54.02890903153887)		
2	100.00000000004168	71	dem_sample_model.tif	58	35	222627.77288609985	693246.7750952075	4.0	5.05	POINT (14.76310833784772 54.028900628348666)		
2	100.00000000004168	72	dem_sample_model.tif	59	35	222628.06945477705	693245.8200836789	4.0	0.0	POINT (14.763113726300148 54.02889222515817)		
2	100.00000000004168	73	dem_sample_model.tif	59	35	222628.36602345423	693244.8650721504	4.0	0.0	POINT (14.763119114750324 54.02888382196739)		
2	100.00000000004168	74	dem_sample_model.tif	60	35	222628.66259213144	693243.9100606218	4.0	0.0	POINT (14.76312450319825 54.0288754187763)		
2	100.00000000004168	75	dem_sample_model.tif	60	36	222628.95916080868	693242.9550490932	4.0	0.0	POINT (14.76312989164392 54.02886701558494)		
2	100.00000000004168	76	dem_sample_model.tif	61	36	222629.25572948589	693242.0000375647	4.0	0.0	POINT (14.763135280087331 54.028858612393286)		
2	100.00000000004168	77	dem_sample_model.tif	61	36	222629.5522981631	693241.0450260361	4.0	0.0	POINT (14.763140668528495 54.02885020920133)		
2	100.00000000004168	78	dem_sample_model.tif	62	36	222629.8488668403	693240.0900145075	4.0	0.0	POINT (14.7631460569674 54.0288418060091)		
2	100.00000000004168	79	dem_sample_model.tif	62	36	222630.1454355175	693239.135002979	4.0	0.0	POINT (14.763151445404047 54.02883340281656)		
2	100.00000000004168	80	dem_sample_model.tif	63	36	222630.44200419477	693238.1799914504	4.0	0.0	POINT (14.763156833838444 54.02882499962374)		
2	100.00000000004168	81	dem_sample_model.tif	63	37	222630.73857287195	693237.2249799218	4.0	0.0	POINT (14.763162222270584 54.02881659643063)		
2	100.00000000004168	82	dem_sample_model.tif	64	37	222631.0351415492	693236.2699683933	4.0	14.04	POINT (14.763167610700469 54.028808193237225)		
2	100.00000000004168	83	dem_sample_model.tif	64	37	222631.3317102264	693235.3149568647	4.0	14.04	POINT (14.763172999128102 54.02879979004352)		
2	100.00000000004168	84	dem_sample_model.tif	65	37	222631.6282789036	693234.3599453361	3.0	14.04	POINT (14.763178387553477 54.02879138684954)		
2	100.00000000004168	85	dem_sample_model.tif	65	37	222631.9248475808	693233.4049338076	3.0	14.04	POINT (14.7631837759766 54.02878298365526)		
2	100.00000000004168	86	dem_sample_model.tif	66	37	222632.221416258	693232.449922279	3.0	14.04	POINT (14.763189164397467 54.028774580460684)		
2	100.00000000004168	87	dem_sample_model.tif	66	37	222632.51798493523	693231.4949107504	3.0	14.04	POINT (14.763194552816078 54.02876617726584)		
2	100.00000000004168	88	dem_sample_model.tif	66	38	222632.81455361244	693230.5398992219	3.0	14.04	POINT (14.763199941232438 54.02875777407067)		
2	100.00000000004168	89	dem_sample_model.tif	67	38	222633.11112228964	693229.5848876933	2.0	14.04	POINT (14.76320532964654 54.02874937087526)		
2	100.00000000004168	90	dem_sample_model.tif	67	38	222633.40769096688	693228.6298761647	2.0	14.04	POINT (14.763210718058392 54.028740967679504)		
2	100.00000000004168	91	dem_sample_model.tif	68	38	222633.7042596441	693227.6748646362	2.0	0.0	POINT (14.763216106467985 54.02873256448349)		
2	100.00000000004168	92	dem_sample_model.tif	68	38	222634.0008283213	693226.7198531076	2.0	0.0	POINT (14.763221494875323 54.02872416128719)		
2	100.00000000004168	93	dem_sample_model.tif	69	38	222634.2973969985	693225.764841579	2.0	0.0	POINT (14.763226883280408 54.02871575809057)		
2	100.00000000004168	94	dem_sample_model.tif	69	38	222634.5939656757	693224.8098300504	2.0	0.0	POINT (14.763232271683236 54.02870735489368)		
2	100.00000000004168	95	dem_sample_model.tif	70	39	222634.89053435292	693223.8548185219	2.0	7.13	POINT (14.763237660083812 54.02869895169649)		
2	100.00000000004168	96	dem_sample_model.tif	70	39	222635.18710303016	693222.8998069933	2.0	7.13	POINT (14.763243048482133 54.028690548499014)		
2	100.00000000004168	97	dem_sample_model.tif	71	39	222635.48367170736	693221.9447954647	2.0	14.04	POINT (14.763248436878198 54.028682145301254)		
2	100.00000000004168	98	dem_sample_model.tif	71	39	222635.78024038457	693220.9897839362	2.0	14.04	POINT (14.76325382527201 54.028673742103194)		
2	100.00000000004168	99	dem_sample_model.tif	72	39	222636.07680906175	693220.0347724076	1.0	7.13	POINT (14.763259213663567 54.02866533890484)		
