no_transect	length_transect	no_point	dem	x_image	y_image	x_geo	y_geo	elevation	slope	geometry	index_right	id
1	99.9999999999893	77	dem_sample_model.tif	61	33	232308.2171625121	695732.8317602985	12.0	11.18	POINT (14.908362103430294 54.05630833577955)	0.0	1.0
1	99.9999999999893	78	dem_sample_model.tif	62	33	232308.4664870496	695731.8633403095	12.0	0.0	POINT (14.908366758440604 54.056299780865096)	0.0	1.0
1	99.9999999999893	79	dem_sample_model.tif	62	34	232308.7158115871	695730.8949203205	12.0	0.0	POINT (14.908371413448913 54.05629122595043)	0.0	1.0
1	99.9999999999893	80	dem_sample_model.tif	63	34	232308.9651361246	695729.9265003316	12.0	0.0	POINT (14.90837606845523 54.05628267103555)	0.0	1.0
1	99.9999999999893	81	dem_sample_model.tif	63	34	232309.2144606621	695728.9580803426	12.0	0.0	POINT (14.908380723459542 54.056274116120434)	0.0	1.0
1	99.9999999999893	82	dem_sample_model.tif	64	34	232309.4637851996	695727.9896603536	12.0	5.05	POINT (14.908385378461862 54.056265561205095)	0.0	1.0
1	99.9999999999893	83	dem_sample_model.tif	64	34	232309.7131097371	695727.0212403646	12.0	5.05	POINT (14.90839003346218 54.056257006289535)	0.0	1.0
1	99.9999999999893	84	dem_sample_model.tif	65	34	232309.9624342746	695726.0528203758	12.0	15.62	POINT (14.908394688460506 54.05624845137375)	0.0	1.0
1	99.9999999999893	85	dem_sample_model.tif	65	34	232310.2117588121	695725.0844003868	12.0	15.62	POINT (14.908399343456828 54.05623989645773)	0.0	1.0
1	99.9999999999893	86	dem_sample_model.tif	66	34	232310.4610833496	695724.1159803978	11.0	11.18	POINT (14.908403998451156 54.0562313415415)	0.0	1.0
1	99.9999999999893	87	dem_sample_model.tif	66	35	232310.7104078871	695723.1475604089	11.0	14.04	POINT (14.908408653443487 54.056222786625035)	0.0	1.0
1	99.9999999999893	88	dem_sample_model.tif	67	35	232310.95973242456	695722.1791404199	11.0	0.0	POINT (14.908413308433818 54.05621423170837)		
1	99.9999999999893	89	dem_sample_model.tif	67	35	232311.20905696208	695721.210720431	11.0	0.0	POINT (14.908417963422151 54.05620567679146)		
1	99.9999999999893	90	dem_sample_model.tif	68	35	232311.4583814996	695720.2423004421	11.0	0.0	POINT (14.908422618408489 54.05619712187433)		
1	99.9999999999893	91	dem_sample_model.tif	68	35	232311.7077060371	695719.2738804531	11.0	0.0	POINT (14.908427273392828 54.05618856695697)		
1	99.9999999999893	92	dem_sample_model.tif	69	35	232311.9570305746	695718.3054604641	11.0	0.0	POINT (14.908431928375169 54.05618001203939)		
1	99.9999999999893	93	dem_sample_model.tif	69	35	232312.20635511208	695717.3370404752	11.0	0.0	POINT (14.908436583355511 54.0561714571216)		
1	99.9999999999893	94	dem_sample_model.tif	70	35	232312.4556796496	695716.3686204862	11.0	0.0	POINT (14.908441238333854 54.05616290220357)		
1	99.9999999999893	95	dem_sample_model.tif	70	36	232312.70500418707	695715.4002004972	11.0	0.0	POINT (14.908445893310203 54.05615434728532)		
1	99.9999999999893	96	dem_sample_model.tif	71	36	232312.95432872456	695714.4317805084	11.0	0.0	POINT (14.908450548284554 54.056145792366856)		
1	99.9999999999893	97	dem_sample_model.tif	71	36	232313.20365326208	695713.4633605194	11.0	0.0	POINT (14.908455203256908 54.05613723744815)		
1	99.9999999999893	98	dem_sample_model.tif	72	36	232313.4529777996	695712.4949405304	11.0	0.0	POINT (14.908459858227259 54.05612868252924)		
